,title,make,model,manufactured,reg_year,transmission_auto,curb_weight,power,engine_cap,no_of_owners,depreciation,coe,dereg_value,mileage,omv,arf,opc_revised,opc_old,road_tax,type_of_vehicle_1,type_of_vehicle_2,type_of_vehicle_3,type_of_vehicle_4,make_model_1,make_model_2,make_model_3,make_model_4,make_model_5,make_model_6,make_model_7,make_model_8,make_model_9,make_model_10,category_almost new car,category_coe car,category_consignment car,category_direct owner sale,category_electric cars,category_hybrid cars,category_imported used vehicle,category_low mileage car,category_opc car,category_parf car,category_premium ad car,category_rare & exotic,category_sgcarmart warranty cars,category_sta evaluated car,category_vintage cars,fuel_type_diesel,fuel_type_electric,fuel_type_petrol-electric,coe_valid_time,price
13824,honda vezel 1.5a x honda sensing,honda,vezel,2015.0,2016.0,1,1190.0,96.0,1496.0,2.0,10220.0,51507.0,34428.0,52000.0,20406.0,10569.0,0,0,682.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,63700.0
13825,mercedes-benz e-class e200 (coe till 11/2030),mercedes-benz,e200,2001.0,2001.0,1,1615.0,135.0,1998.0,5.0,7420.0,40014.0,37098.0,152000.0,42592.0,59629.0,0,0,1815.0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,75700.0
13826,toyota corolla axio 1.5a x,toyota,corolla,2016.0,2017.0,1,1090.0,80.0,1496.0,1.0,9170.0,51106.0,34171.0,55300.0,16543.0,6543.0,0,0,682.0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,61400.0
13827,mercedes-benz sls amg (coe till 04/2031),mercedes-benz,amg,2010.0,2011.0,1,1695.0,420.0,6208.0,4.0,56820.0,47316.0,45799.0,60250.0,226137.0,226137.0,0,0,8144.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,10,605000.0
13828,mercedes-benz c-class c180 amg line,mercedes-benz,amg,2016.0,2016.0,1,1425.0,115.0,1595.0,2.0,16740.0,38610.0,47047.0,86000.0,39202.0,41883.0,0,0,740.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,107600.0
13829,bmw 3 series 320i sport,bmw,320i,2016.0,2016.0,1,1450.0,135.0,1998.0,1.0,14690.0,49000.0,49279.0,72000.0,35537.0,36752.0,0,0,1210.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,97900.0
13830,toyota vios 1.5a e (coe till 04/2028),toyota,vios,2008.0,2008.0,1,1095.0,80.0,1497.0,4.0,6030.0,38655.0,25502.0,118000.0,12498.0,12498.0,0,0,958.0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,43800.0
13831,mercedes-benz c-class c180k (coe till 08/2031),mercedes-benz,c180,2011.0,2011.0,1,1500.0,115.0,1597.0,3.0,7900.0,46358.0,46218.0,114800.0,31019.0,31019.0,0,0,742.0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,86700.0
13832,toyota corolla altis 1.6a elegance,toyota,corolla,2016.0,2017.0,1,1215.0,90.0,1598.0,2.0,9260.0,52000.0,44654.0,98389.0,19990.0,19990.0,0,0,742.0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,69100.0
13833,honda vezel hybrid 1.5a x honda sensing,honda,vezel,2017.0,2017.0,1,1280.0,112.0,1496.0,2.0,10600.0,53711.0,37713.0,32000.0,24981.0,5000.0,0,0,682.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,76400.0
13834,bentley bentayga diesel 4.0a,bentley,bentayga,2017.0,2018.0,1,2511.0,320.0,3956.0,2.0,62780.0,38389.0,267001.0,28000.0,194544.0,322180.0,0,0,5266.0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,646800.0
13835,kia cerato 1.6a lx,kia,cerato,2019.0,2019.0,1,1287.0,93.8,1591.0,1.0,8580.0,26659.0,30053.0,15000.0,11868.0,11868.0,0,0,738.0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,81400.0
13836,mercedes-benz cla-class cla180 amg line,mercedes-benz,amg,2018.0,2018.0,1,1430.0,90.0,1595.0,1.0,15710.0,36426.0,44791.0,82000.0,31972.0,26761.0,0,0,740.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,132000.0
13837,citroen ds5 diesel 1.6a bluehdi eat6 panoramic roof,citroen,ds5,2016.0,2017.0,1,1509.0,88.0,1560.0,2.0,10330.0,41761.0,45862.0,64500.0,32159.0,27023.0,0,0,1144.0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,84500.0
13838,nissan juke 1.6a,nissan,juke,2015.0,2016.0,1,1218.0,86.0,1598.0,1.0,10050.0,52503.0,38583.0,50888.0,17925.0,17925.0,0,0,742.0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,64700.0
13839,ferrari 458 italia,ferrari,458,2012.0,2012.0,1,1515.0,416.0,4497.0,1.0,865610.0,73890.0,163847.0,11000.0,319840.0,319840.0,0,0,4728.0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,682000.0
13840,mercedes-benz cla-class cla180 amg line sunroof,mercedes-benz,amg,2018.0,2018.0,1,1430.0,90.0,1595.0,2.0,13760.0,25501.0,45388.0,42000.0,31108.0,35552.0,0,0,740.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,130700.0
13841,audi a4 1.8a tfsi mu (coe till 10/2030),audi,a4,2010.0,2010.0,1,1450.0,118.0,1798.0,4.0,7820.0,38216.0,34928.0,130000.0,36062.0,36062.0,0,0,1074.0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,78600.0
13842,mercedes-benz glc-class glc250 4matic,mercedes-benz,glc250,2017.0,2017.0,1,1735.0,155.0,1991.0,1.0,18960.0,55414.0,73459.0,68000.0,43229.0,52521.0,0,0,1202.0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,157100.0
13843,mercedes-benz cla-class cla180,mercedes-benz,cla180,2015.0,2016.0,1,1430.0,90.0,1595.0,1.0,14700.0,47300.0,40718.0,74112.0,27932.0,26105.0,0,0,740.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,91100.0
13844,lexus nx turbo nx200t executive,lexus,nx,2016.0,2016.0,1,1755.0,175.0,1998.0,1.0,16830.0,56340.0,67387.0,86500.0,41971.0,50760.0,0,0,1210.0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,124300.0
13845,honda vezel 1.5a x,honda,vezel,2015.0,2016.0,1,1190.0,96.0,1496.0,1.0,10240.0,47020.0,29337.0,74112.0,19852.0,9852.0,0,0,682.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,59200.0
13846,volvo xc60 t5 momentum,volvo,xc60,2021.0,2021.0,1,1757.0,187.0,1969.0,1.0,17830.0,59599.0,77565.0,1500.0,36983.0,43777.0,0,0,1176.0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,218900.0
13847,volkswagen golf sport 1.4a tsi,volkswagen,golf,2011.0,2011.0,1,1286.0,118.0,1390.0,3.0,10610.0,55997.0,15062.0,109000.0,27362.0,27362.0,0,0,620.0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24200.0
13848,mercedes-benz a-class a180d amg line,mercedes-benz,a180,2017.0,2017.0,1,1425.0,80.0,1461.0,2.0,13100.0,42902.0,41157.0,58000.0,29935.0,18909.0,0,0,1048.0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,101000.0
13849,bmw 5 series 520i se,bmw,520i,2019.0,2019.0,1,1610.0,135.0,1998.0,1.0,10610.0,10.0,35556.0,25.0,45000.0,53535.7773,0,0,1210.0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,205700.0
13850,toyota dyna 150 3.0m (coe till 07/2028),toyota,dyna,2008.0,2008.0,0,1800.0,202.85518797911826,2982.0,4.0,6920.0,32200.0,22258.0,145000.0,24243.0,1213.0,0,0,3073.1818,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,52600.0
13851,toyota dyna 150 3.0m,toyota,dyna,2016.0,2016.0,0,1980.0,202.85518797911826,2982.0,2.0,10640.0,48702.0,25539.0,74112.0,24946.0,1248.0,0,0,2363.986,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,61400.0
13852,kia cerato forte 1.6a sx (coe till 09/2024),kia,cerato,2009.0,2009.0,1,1251.0,92.7,1591.0,3.0,7490.0,14743.0,8967.0,92000.0,14308.0,14308.0,0,0,886.0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,25100.0
13853,skoda karoq 1.5a tsi ambition,skoda,karoq,2018.0,2019.0,1,1393.0,110.0,1498.0,1.0,11750.0,32200.0,41634.0,15800.0,22672.0,23741.0,0,0,684.0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,108700.0
13854,toyota hiace 2.8a dx,toyota,hiace,2020.0,2021.0,1,1800.0,111.0,2754.0,1.0,8850.0,30334.0,28672.0,11.0,33351.0,1668.0,0,0,2096.542,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,92100.0
13855,bmw x5 xdrive25d,bmw,x5,2017.0,2017.0,1,2040.0,170.0,1995.0,2.0,21950.0,52000.0,97246.0,105000.0,65101.0,89182.0,0,0,1806.0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,190100.0
13856,toyota avanza 1.5a,toyota,avanza,2013.0,2014.0,1,1105.0,74.0,1495.0,1.0,9860.0,61990.0,27779.0,151700.0,16265.0,16265.0,0,0,682.0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,40500.0
13857,volkswagen golf gti 5dr sunroof (coe till 08/2030),volkswagen,golf,2010.0,2010.0,1,1339.0,155.0,1984.0,6.0,9460.0,32914.0,29695.0,125446.0,33242.0,33242.0,0,0,1313.0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,93900.0
13858,toyota wish 1.8a (coe till 11/2022),toyota,wish,2007.0,2007.0,1,1300.0,97.0,1794.0,3.0,8530.0,25084.0,6350.0,150000.0,15576.0,17134.0,0,0,1361.0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11900.0
13859,toyota corolla altis 1.6a (coe till 12/2022),toyota,corolla,2007.0,2007.0,1,1115.0,81.0,1598.0,1.0,9020.0,21349.0,5627.0,150000.0,14757.0,16233.0,0,0,1039.0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,13100.0
13860,porsche 911 turbo s coupe 3.8a pdk,porsche,911,2013.0,2017.0,1,1680.0,412.0,3800.0,3.0,76710.0,50101.0,351514.0,14900.0,254012.0,429222.0,0,0,3638.0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,735900.0
13861,toyota corolla altis 1.6a (coe till 03/2024),toyota,corolla,2009.0,2009.0,1,1195.0,80.0,1598.0,1.0,7740.0,12763.0,6532.0,140000.0,16990.0,16990.0,0,0,965.0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21800.0
13862,toyota alphard 2.5a s moonroof,toyota,alphard,2015.0,2015.0,1,1980.0,134.0,2493.0,2.0,17300.0,60001.0,50175.0,69814.0,32003.0,36805.0,0,0,1792.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,97700.0
13863,honda civic hb 1.5m vtec,honda,civic,2019.0,2019.0,0,1320.0,134.0,1496.0,1.0,12230.0,36001.0,55782.0,27000.0,31063.0,35489.0,0,0,682.0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,128500.0
13864,mercedes-benz c-class c180 avantgarde,mercedes-benz,c180,2015.0,2015.0,1,1425.0,115.0,1595.0,2.0,16520.0,60001.0,51231.0,96500.0,35428.0,36600.0,0,0,740.0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,97700.0
13865,mitsubishi fuso canter feb21,mitsubishi,fuso,2015.0,2015.0,0,2500.0,203.98555821911827,2998.0,3.0,11740.0,6126.0,2286.0,86500.0,29688.0,1485.0,0,0,2382.754,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,48200.0
13866,renault grand scenic diesel 1.5a dci sunroof,renault,grand,2018.0,2018.0,1,1540.0,81.0,1461.0,1.0,9840.0,25556.0,31913.0,43700.0,25440.0,17616.0,0,0,1048.0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,88900.0
13867,nissan latio 1.5a (coe till 06/2023),nissan,latio,2007.0,2008.0,1,1110.0,80.0,1498.0,4.0,8570.0,19107.0,6910.0,145000.0,14372.0,11966.0,0,0,958.0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17000.0
13868,jaguar f-type 3.0a s coupe,jaguar,f-type,2015.0,2016.0,1,1647.0,280.0,2995.0,2.0,32050.0,54901.0,134739.0,36000.0,94704.0,142468.0,0,0,2380.0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,264000.0
13869,renault grand scenic diesel 1.5a dci sunroof,renault,grand,2018.0,2018.0,1,1540.0,81.0,1461.0,1.0,10840.0,36426.0,38062.0,65000.0,25440.0,17616.0,0,0,1048.0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,91100.0
13870,mercedes-benz gla-class gla180,mercedes-benz,gla180,2015.0,2016.0,1,1435.0,90.0,1595.0,2.0,15130.0,45002.0,37951.0,83000.0,27630.0,25682.0,0,0,740.0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,88000.0
13871,volkswagen golf 1.4a tsi r-line sunroof,volkswagen,golf,2016.0,2017.0,1,1288.0,110.0,1395.0,1.0,12090.0,55501.0,42769.0,73000.0,25046.0,17065.0,0,0,624.0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,81200.0
13872,mercedes-benz s-class s320l,mercedes-benz,s320l,2016.0,2017.0,1,1940.0,200.0,2996.0,1.0,28680.0,53300.0,131134.0,71000.0,90290.0,134522.0,0,0,2382.0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,253000.0
13873,bmw m series m5 (coe till 09/2030),bmw,m5,2012.0,2012.0,1,1945.0,412.0,4395.0,4.0,19660.0,34935.0,31623.0,112000.0,101950.0,101950.0,0,0,4568.0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,195800.0
13874,nissan nv200 1.5m,nissan,nv200,2015.0,2015.0,0,1280.0,95.39936703911827,1461.0,1.0,8690.0,50001.0,20028.0,86500.0,20266.0,1014.0,0,0,661.3765000000001,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,38300.0
13875,honda stream 1.8a x (coe till 07/2023),honda,stream,2007.0,2008.0,1,1350.0,103.0,1799.0,2.0,8550.0,18444.0,6903.0,145000.0,17948.0,13161.0,0,0,1369.0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,17600.0
13876,subaru outback 2.5i-s sunroof,subaru,outback,2016.0,2016.0,1,1684.0,129.0,2498.0,3.0,10790.0,53001.0,47280.0,98985.0,24826.0,26757.0,0,0,1798.0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,75700.0
13877,toyota hiace 3.0m,toyota,hiace,2016.0,2017.0,0,1800.0,111.0,2982.0,2.0,9960.0,30600.0,17756.0,59773.0,30877.0,1544.0,0,0,2363.986,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,63600.0
13878,citroen c4 cactus 1.2a puretech,citroen,c4,2018.0,2018.0,1,1050.0,81.0,1199.0,1.0,7470.0,25556.0,32056.0,34000.0,18273.0,18273.0,0,0,508.0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,69100.0
13879,nissan qashqai 2.0a premium moonroof,nissan,qashqai,2016.0,2016.0,1,1379.0,106.0,1997.0,2.0,10720.0,57508.0,42169.0,75000.0,19615.0,19615.0,0,0,1210.0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,69100.0
13880,mercedes-benz s-class s320l,mercedes-benz,s320l,2017.0,2017.0,1,1940.0,200.0,2996.0,1.0,26000.0,54000.0,131787.0,73000.0,90326.0,134587.0,0,0,2382.0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,237400.0
13881,honda stream 1.8a rsz (coe till 08/2022),honda,stream,2007.0,2007.0,1,1370.0,103.0,1799.0,4.0,9050.0,25486.0,4958.0,171000.0,16835.0,18519.0,0,0,1369.0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9700.0
13882,toyota sienta 1.5a standard,toyota,sienta,2020.0,2020.0,1,1325.0,79.0,1496.0,1.0,8760.0,37690.0,47933.0,9541.0,17375.0,17375.0,0,0,682.0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,98800.0
13883,toyota wish 1.8a x (coe till 09/2025),toyota,wish,2009.0,2010.0,1,1340.0,106.0,1797.0,2.0,11170.0,17468.0,14329.0,113000.0,22408.0,22408.0,0,0,1071.0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,50400.0
13884,nissan x-trail 2.0a 7-seater sunroof,nissan,x-trail,2018.0,2018.0,1,1626.0,106.0,1997.0,1.0,10860.0,32551.0,41787.0,43700.0,24057.0,25680.0,0,0,1210.0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,96800.0
13885,nissan latio 1.5a (coe till 09/2022),nissan,latio,2007.0,2007.0,1,1130.0,80.0,1498.0,4.0,6640.0,22041.0,4650.0,150000.0,14164.0,15581.0,0,0,958.0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7700.0
13886,honda fit 1.3a,honda,fit,2020.0,2021.0,1,1030.0,72.0,1317.0,1.0,8780.0,45600.0,47638.0,652.0,17073.0,5000.0,0,0,578.0,0,1,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,95700.0
13887,hyundai elantra 1.6a gls s,hyundai,elantra,2016.0,2016.0,1,1345.0,93.8,1591.0,2.0,9070.0,52301.0,34713.0,74112.0,13071.0,13071.0,0,0,738.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,56000.0
13888,toyota voxy hybrid 1.8a v,toyota,voxy,2017.0,2017.0,1,1620.0,100.0,1797.0,1.0,14580.0,55414.0,38381.0,38000.0,32088.0,6924.0,0,0,974.0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,99900.0
13889,bmw 3 series 318i shadow edition,bmw,318i,2017.0,2018.0,1,1425.0,100.0,1499.0,1.0,14300.0,38000.0,54965.0,72533.0,34502.0,40303.0,0,0,684.0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,127400.0
13890,mazda 2 1.5a deluxe,mazda,2,2016.0,2016.0,1,1079.0,85.0,1496.0,2.0,8790.0,49751.0,36435.0,80000.0,18105.0,13105.0,0,0,682.0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,58900.0
13891,toyota dyna 150 3.0m,toyota,dyna,2014.0,2014.0,0,1760.0,202.85518797911826,2982.0,1.0,13980.0,4521.0,1255.0,93450.0,27856.0,1393.0,0,0,2363.986,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,42700.0
13892,mazda 3 1.5a sunroof,mazda,3,2016.0,2016.0,1,1331.0,88.0,1496.0,4.0,8630.0,51507.0,38071.0,80000.0,19053.0,14053.0,0,0,682.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,58400.0
13893,mini cooper s cabriolet 2.0a,mini,cooper,2018.0,2018.0,1,1360.0,141.0,1998.0,1.0,18010.0,37330.0,57301.0,28000.0,36559.0,43183.0,0,0,1210.0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,156000.0
13894,toyota wish 1.8a,toyota,wish,2017.0,2018.0,1,1355.0,105.0,1798.0,1.0,11450.0,42322.0,42632.0,18000.0,19955.0,19955.0,0,0,976.0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,93300.0
13895,honda fit 1.3a g (coe till 10/2023),honda,fit,2009.0,2009.0,1,1010.0,73.0,1339.0,4.0,7330.0,15142.0,6613.0,125000.0,14728.0,14728.0,0,0,767.0,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17600.0
13896,porsche 911 carrera s coupe 3.8a tip (coe till 05/2028),porsche,911,2007.0,2008.0,1,1460.0,261.0,3824.0,2.0,29680.0,38712.0,25953.0,38888.0,103300.0,103300.0,0,0,5144.0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,218900.0
13897,mercedes-benz a-class a180,mercedes-benz,a180,2014.0,2014.0,1,1395.0,90.0,1595.0,2.0,15620.0,61899.0,29656.0,65800.0,22897.0,14056.0,0,0,740.0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,64700.0
13898,toyota hiace commuter 3.0m (coe till 02/2025),toyota,hiace,2009.0,2010.0,0,1760.0,111.0,2982.0,3.0,8190.0,12184.0,8425.0,125446.0,34417.0,1721.0,0,0,2836.7832,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,31100.0
13899,toyota vellfire 2.5a z g-edition moonroof,toyota,vellfire,2015.0,2017.0,1,2030.0,134.0,2493.0,2.0,17140.0,52600.0,61716.0,69000.0,37076.0,43907.0,0,0,1792.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,127400.0
13900,mini cooper cabriolet 1.6a (coe till 05/2028),mini,cooper,2008.0,2008.0,1,1250.0,85.0,1598.0,3.0,7690.0,38192.0,25761.0,108074.0,34158.0,34158.0,0,0,1039.0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,57100.0
13901,toyota hiace 3.0m dx,toyota,hiace,2017.0,2017.0,0,1800.0,111.0,2982.0,1.0,9540.0,32030.0,20069.0,82249.0,31755.0,1588.0,0,0,2363.986,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,65800.0
13902,nissan nv200 1.6a,nissan,nv200,2021.0,2021.0,1,1220.0,105.00751407911827,1597.0,1.0,5600.0,24188.0,24148.0,644.0,19270.0,964.0,0,0,741.1405,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,61500.0
13903,mitsubishi space star 1.2a sport,mitsubishi,space,2018.0,2018.0,1,940.0,59.0,1193.0,1.0,7940.0,36426.0,28649.0,30500.0,14750.0,5000.0,0,0,506.0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,62500.0
